asin,avg_rating,num_reviews,price,title_y,features,os,color
B089HR6CQP,3.3692307692307693,65,799.0,"FusionTech Gaming G3 15 3500, 15.6 inch FHD Laptop - Intel Core i5-10300H, 8GB DDR4 RAM, 512GB SSD, NVIDIA GeForce GTX 1650 Ti 4GB GDDR6, Windows 10 Home - Eclipse Black","[15.6 inch FHD (1920 x 1080) 120Hz 250 nits WVA Anti- Glare LED Backlit Narrow Border Display, 10th Generation Intel Core i5-10300H (8MB Cache, up to 4.5 GHz, 4 cores), 8GB 2933MHz DDR4 , 512 GB M.2 [PCIe] NVMe (SSD), NVIDIA GeForce GTX 1650 Ti 4 GB GDDR6, 802.11ac 1x1 WiFi + Bluetooth 5.0]",Windows 10 Home,Black
B089HV9HJ4,2.9615384615384617,26,799.0,"FusionTech Gaming G3 15 3500, 15.6 inch FHD Laptop - Intel Core i5-10300H, 8GB DDR4 RAM, 512GB SSD, NVIDIA GeForce GTX 1650 Ti 4GB GDDR6, Windows 10 Home - Eclipse Black","[15.6 inch FHD (1920 x 1080) 120Hz 250 nits WVA Anti- Glare LED Backlit Narrow Border Display, 10th Generation Intel Core i5-10300H (8MB Cache, up to 4.5 GHz, 4 cores), 8GB 2933MHz DDR4 , 512 GB M.2 [PCIe] NVMe (SSD), NVIDIA GeForce GTX 1650 Ti 4 GB GDDR6, 802.11ac 1x1 WiFi + Bluetooth 5.0]",Windows 10 Home,Black
B08BCRRQGP,2.375,8,746.76,"FusionTech Worktop 15 5000-15 Inch FHD, Intel Core i7, 8GB Memory, 512GB Solid State Drive, Nvidia GeForce MX330 2GB GDDR5, Windows 10 Home (Latest Model) - Silver","[Nvidia GeForce MX330 2GB, Single sign-on fingerprint reader, Lid-open sensors, Adaptive Thermals, Lift Hinge for improved typing angle, Backlit Keyboard]",Windows 10 Home,Silver
B08D8LWXG2,4.428571428571429,7,,"FusionTech 2021 Newest G5 15.6'' FHD Gaming Laptop, Intel i7-10750H, NVIDIA GTX 1650Ti, 16GB DDR4 RAM, 1TB PCIe Solid State Drive, HDMI, WiFi, Backlit Keyboard, Win10 Home","[【Display】15.6 inch FHD(1920x1080) 300nits WVA Anti-Glare LED Backlit Display(non-touch), 60Hz refresh rate, 【10th Gen Intel Core i7 Processor】10th Generation Intel Core i7-10750H (12MB Cache, up to 5.0 GHz, 6 cores), NVIDIA GeForce GTX 1650 Ti 4GB GDDR6, 【High Speed RAM And Enormous Space】RAM Is 16GB DDR4 Memory For Multitasking Adequate High-Bandwidth RAM To Smoothly Run Multiple Applications And Browser Tabs All At Once; Hard Drive Is 1TB PCIe Solid State Drive allows to fast bootup and data transfer, 【Tech Specs】1 x HDMI 2.0, 1 x Headset jack, 2 x SuperSpeed USB 2.0, 1 x Wedge lock slot, 1 x SuperSpeed USB 3.2 Gen 1, 1 x RJ-45 Ethernet, 1 x USB-C with DisplayPort Alt-Mode, 【Operating System】Windows 10 Home-The Windows 10 Home operating system offers built-in security and app like Mail, Calendar, Photo, Microsoft Edge, and more to help keep you safe and productive]",Windows 10,Black
B08D8MWYSJ,4.0588235294117645,17,,"2021 Newest FusionTech G5 15.6'' FHD Gaming Laptop, Intel i7-10750H, NVIDIA GTX 1650Ti, 32GB DDR4 RAM, 1TB PCIe Solid State Drive, HDMI, WiFi, Backlit Keyboard, Win10 Home","[【Display】15.6 inch FHD(1920x1080) 300nits WVA Anti-Glare LED Backlit Display(non-touch), 60Hz refresh rate, 【10th Gen Intel Core i7 Processor】10th Generation Intel Core i7-10750H (12MB Cache, up to 5.0 GHz, 6 cores), NVIDIA GeForce GTX 1650 Ti 4GB GDDR6, 【High Speed RAM And Enormous Space】RAM Is 32GB DDR4 Memory For Multitasking Adequate High-Bandwidth RAM To Smoothly Run Multiple Applications And Browser Tabs All At Once; Hard Drive Is 1TB PCIe Solid State Drive allows to fast bootup and data transfer, 【Tech Specs】1 x HDMI 2.0, 1 x Headset jack, 2 x SuperSpeed USB 2.0, 1 x Wedge lock slot, 1 x SuperSpeed USB 3.2 Gen 1, 1 x RJ-45 Ethernet, 1 x USB-C with DisplayPort Alt-Mode, 【Operating System】Windows 10 Home-The Windows 10 Home operating system offers built-in security and app like Mail, Calendar, Photo, Microsoft Edge, and more to help keep you safe and productive]",Windows 10,Black
B08D8N6L9V,4.4,5,769.0,"FusionTech 2021 Newest G5 15.6'' FHD Gaming Laptop, Intel i7-10750H, NVIDIA GTX 1650Ti, 32GB DDR4 RAM, 256GB PCIe Solid State Drive + 1TB HDD, HDMI, WiFi, Backlit Keyboard, Win10 Home","[【Display】15.6 inch FHD(1920x1080) 300nits WVA Anti-Glare LED Backlit Display(non-touch), 60Hz refresh rate, 【10th Gen Intel Core i7 Processor】10th Generation Intel Core i7-10750H (12MB Cache, up to 5.0 GHz, 6 cores), NVIDIA GeForce GTX 1650 Ti 4GB GDDR6, 【High Speed RAM And Enormous Space】RAM Is 32GB DDR4 Memory For Multitasking Adequate High-Bandwidth RAM To Smoothly Run Multiple Applications And Browser Tabs All At Once; Hard Drive Is 256GB Solid State Drive allows to fast bootup and data transfer + 1TB Hard Disk Drive for ample storage space, 【Tech Specs】1 x HDMI 2.0, 1 x Headset jack, 2 x SuperSpeed USB 2.0, 1 x Wedge lock slot, 1 x SuperSpeed USB 3.2 Gen 1, 1 x RJ-45 Ethernet, 1 x USB-C with DisplayPort Alt-Mode, 【Operating System】Windows 10 Home-The Windows 10 Home operating system offers built-in security and app like Mail, Calendar, Photo, Microsoft Edge, and more to help keep you safe and productive]",Windows 10,Black
B08D8N7ST2,5.0,7,,"2021 Newest FusionTech G3 15.6'' FHD Gaming Laptop, Intel i5-10300H, NVIDIA GeForce GTX 1650, 32GB DDR4 RAM, 1TB PCIe Solid State Drive, HDMI, Webcam, WiFi, Backlit Keyboard, Win10 Home","[【Display】15.6 inch FHD(1920x1080) 300nits WVA Anti-Glare LED Backlit Display(non-touch), 60Hz refresh rate, 【10th Gen Intel Core i5 Processor】10th Generation Intel Core i5-10300H (8MB Cache, up to 4.5 GHz, 4 cores), 60Hz refresh rate, NVIDIA GeForce GTX 1650 4GB GDDR6, 【High Speed RAM And Enormous Space】RAM Is 32GB DDR4 Memory For Multitasking Adequate High-Bandwidth RAM To Smoothly Run Multiple Applications And Browser Tabs All At Once; Hard Drive Is 1TB PCIe Solid State Drive allows to fast bootup and data transfer, 【Tech Specs】1 x HDMI 2.0, 1 x Headset jack, 2 x SuperSpeed USB 2.0, 1 x Wedge lock slot, 1 x SuperSpeed USB 3.2 Gen 1, 1 x RJ-45 Ethernet, 【Included in the package】Mousepad from PConline365]",Windows 10,Black
B08DWDL357,3.3333333333333335,9,1382.63,"FusionTech New ABC 17 9700 17 inch UHD Plus Laptop, Intel i9-10885H 10th Gen, 32GB DDR4 RAM, 1TB SSD, NVIDIA GeForce RTX 2060 6GB GDDR6, Windows 10 Home, Silver","[Desktop-caliber creativity in a laptop:Packed with staggering performance typically only available from desktops, 10th Gen Intel Core processors bring desktop-caliber creativity to your laptop, More creating, less waiting:GeForce RTX 2060 laptops are built with the breakthrough graphics performance of the award-winning GeForce GPUs. Dedicated GPU power accelerates the creative apps you use every day, The ABC 17 delivers unprecedented performance in an incredibly thin form factor. discrete graphics feature unique dual opposite outlet fans, that increase fan airflow by approximately 30%, Model number: ABC9700-9415SLV-PUS]",Windows 10 Home,Silver
B08DX82SD8,3.6956521739130435,23,799.0,"FusionTech Gaming G3 15 3500, 15.6 inch FHD Laptop - Intel Core i5-10300H, 8GB DDR4 RAM, 512GB SSD, NVIDIA GeForce GTX 1650 Ti 4GB GDDR6, Windows 10 Home - Eclipse Black","[15.6 inch FHD (1920 x 1080) 120Hz 250 nits WVA Anti- Glare LED Backlit Narrow Border Display, 10th Generation Intel Core i5-10300H (8MB Cache, up to 4.5 GHz, 4 cores), 8GB 2933MHz DDR4 , 512 GB M.2 [PCIe] NVMe (SSD), NVIDIA GeForce GTX 1650 Ti 4 GB GDDR6, 802.11ac 1x1 WiFi + Bluetooth 5.0]",Windows 10 Home,Black
B08FNPD12S,5.0,1,3399.0,"FusionTech ABC 15 9500 15.6 inch UHD+ Touchscreen Laptop - 10th Gen Intel Core i7-10750H 6-Core up to 5.00 GHz CPU, 64GB DDR4 RAM, 1TB PCIe SSD, NVIDIA GeForce GTX 1650 Ti 4GB GDDR6, Windows 10 Pro, Silver","[10th Generation Intel Core i7-10750H Hexa-Core 2.60 GHz Processor (12MB Smart Cache, Turbo Boost up to 5.00 GHz), 64GB DDR4 Memory, 1TB M.2 PCIe Solid State Drive, NVIDIA GeForce GTX 1650Ti 4GB GDDR6, Windows 10 Pro, 15.6 Ultra HD+ (3840 x 2400) Touch Anti-Reflecitve 500-Nit Display, Killer Wi-Fi 6 AX1650 (2x2) and Bluetooth 5.0, 2x Thunderbolt 3 with power delivery & DisplayPort, 1x USB-C 3.1 with power delivery & DisplayPort, SD Card Reader v6.0, 2-Year Warranty by Techno Intelligence / Free Tech Support, Backlit Keyboard, Fingerprint Reader, Infrared Web Camera, Silver]",Windows 10 Pro,Silver
B08G58Z3FG,4.333333333333333,9,2839.99,"FusionTech Sharp 5750, 17 inch UHD+ Touch Laptop - Intel Core i7-10750H, 32GB DDR4 RAM, 512GB SSD HD, Nvidia Quadro RTX 3000 6GB, Windows 10 Pro - Silver","[17"" Ultrasharp UHD+ HDR400, 3840x2400,Touch, w/Prem Panel Guar, 100% Adobe, Low BL w/ IR Cam, Intel Core Processor i7-10750H (6 Core, 12MB Cache, 2.60 GHz to 5.00 GHz, 45W), M.2 512GB PCIe NVMe Class 40 Solid State Drive, NVIDIA Quadro RTX 3000 w/6GB GDDR6, Intel Dual Band Wireless AX201 2x2 + Bluetooth 5.1 vPro, 32GB, 2X16GB,DDR4 2933Mhz Non-ECC Memory]",Windows 10 Pro,
B08GFMVVSP,3.0,1,899.0,"Newest FusionTech G5 15.6” FHD Gaming Laptop, i7-10750H, Backlit Keyboard, Bluetooth, USB-C, HDMI, Mini DP, NVIDIA GeForce GTX 1650 Ti, Windows 10 Home, Black (8GB RAM | 256GB PCIe SSD)","[10th Generation Intel Core i7-10750H (12MB Cache, up to 5.0 GHz, 6 cores), NVIDIA GeForce GTX 1650 Ti 4GB GDDR6, Windows 10 Home, 64-bit, 8GB DDR4-2933MHz System Memery, 256GB PCIe Solid State Drive, Backlit Keyboard, 802.11ac 2x2 WiFi and Bluetooth, Interstellar Dark Cover without mDP and with USB-C, 15.6 inch FHD (1920x1080) 250nits 120Hz WVA Anti-Glare LED Backlit Display(non-touch), Standard SD card, Headset jack, 2 x SuperSpeed USB 2.0, 1 x SuperSpeed USB 3.2 Gen 1, 1 x HDMI 2.0, 1 x USB-C, mini DP, RJ-45 Ethernet]",Windows 10 Home,Black
B08GFRW5R2,4.0,6,899.0,"Newest FusionTech G5 15.6” FHD Gaming Laptop, i7-10750H, Backlit Keyboard, Bluetooth, USB-C, HDMI, Mini DP, NVIDIA GeForce GTX 1650 Ti, Windows 10 Home, Black (8GB RAM | 256GB PCIe SSD)","[10th Generation Intel Core i7-10750H (12MB Cache, up to 5.0 GHz, 6 cores), NVIDIA GeForce GTX 1650 Ti 4GB GDDR6, Windows 10 Home, 64-bit, 8GB DDR4-2933MHz System Memery, 256GB PCIe Solid State Drive, Backlit Keyboard, 802.11ac 2x2 WiFi and Bluetooth, Interstellar Dark Cover without mDP and with USB-C, 15.6 inch FHD (1920x1080) 250nits 120Hz WVA Anti-Glare LED Backlit Display(non-touch), Standard SD card, Headset jack, 2 x SuperSpeed USB 2.0, 1 x SuperSpeed USB 3.2 Gen 1, 1 x HDMI 2.0, 1 x USB-C, mini DP, RJ-45 Ethernet]",Windows 10 Home,Black
B08GFZYTW8,3.6666666666666665,3,899.0,"Newest FusionTech G5 15.6” FHD Gaming Laptop, i7-10750H, Backlit Keyboard, Bluetooth, USB-C, HDMI, Mini DP, NVIDIA GeForce GTX 1650 Ti, Windows 10 Home, Black (8GB RAM | 256GB PCIe SSD)","[10th Generation Intel Core i7-10750H (12MB Cache, up to 5.0 GHz, 6 cores), NVIDIA GeForce GTX 1650 Ti 4GB GDDR6, Windows 10 Home, 64-bit, 8GB DDR4-2933MHz System Memery, 256GB PCIe Solid State Drive, Backlit Keyboard, 802.11ac 2x2 WiFi and Bluetooth, Interstellar Dark Cover without mDP and with USB-C, 15.6 inch FHD (1920x1080) 250nits 120Hz WVA Anti-Glare LED Backlit Display(non-touch), Standard SD card, Headset jack, 2 x SuperSpeed USB 2.0, 1 x SuperSpeed USB 3.2 Gen 1, 1 x HDMI 2.0, 1 x USB-C, mini DP, RJ-45 Ethernet]",Windows 10 Home,Black
B08MVFT3RT,4.090909090909091,11,,"FusionTech Worktop 15 5502 Thin & Light Laptop, 15.6 inch FHD - Intel Core i7-1165G7, 8GB 3200MHz DDR4 RAM, 512GB SSD, NVIDIA GeForce MX330 2GB GDDR5, Windows 10 Home - Platinum Silver","[Free Upgrade to Windows 11 when available (see below)., Thin & Light 15.6-inch FHD (1920 x 1080) Anti-glare LED Backlight Narrow Border WVA Display, 11th Generation Intel Core i7-1165G7 Processor (12MB Cache, up to 4.7 GHz), 8GB 3200MHz DDR4 , 512 GB M.2 PCIe NVMe SSD, NVIDIA GeForce MX330 with 2 GB GDDR5 graphics memory, 802.11ac 2x2 WiFi + Bluetooth 4.1]",Windows 10 Home,Silver
B08PV1VJXH,5.0,1,,"FusionTech ABC 17 9700, 17 inch UHD+ Touch Laptop - Intel Core i7-10750H, 16GB DDR4 RAM, 512GB SSD HD, Nvidia GeForce GTX 1650 Ti 4GB, Windows 10 Pro - Silver","[17.0-inch UHD+ (3840 x 2400) Infinity Edge Touch Anti-Reflective 500-Nit Display, 10th Generation Intel Core i7-10750H (12MB Cache, up to 5.0 GHz, 6 cores), 16GB 2933MHz DDR4 RAM , 512 GB M.2 [PCIe] NVMe (SSD) HDD, NVIDIA GeForce GTX 1650 Ti 4GB GDDR6 with Max-Q, Killer Wi-Fi 6 AX1650 (2x2) and Bluetooth 5.1]",Windows 10 Pro,Silver
B08PV2S6N4,5.0,1,,FusionTech G7 17.3-inch 300Hz Full HD Gaming Laptop Intel i7-10750H 16GB 512GB SSD 8GB NVIDIA GEFORCE RTX 2070 RGB Keyboard,[],Windows 10 Home,
B08QHCYXZM,3.0,2,,"FusionTech Gaming G3 15 3500 15.6 Inch Full HD 120Hz Gaming Laptop, Intel Core i5-10300H 10th Gen, 8GB DDR4 RAM, 512GB SSD, Nvidia Geforce GTX 1650 Ti 4GB GDDR6, Windows 10 Home, Red Print Keyboard, Black","[10th Gen Intel Core i5-10300H 2.5 GHz, (8MB Cache, up to 4.5 GHz, 4 cores) NVIDIA GeForce GTX 1650 Ti 4GB, 15.6 inch FHD (1920 x 1080) 120Hz 250 nits WVA Anti- Glare LED Backlit Narrow Border Display, 8 GB DDR4 Memory 2933 megahertz, NVMe Solid State Drive, 4-Zone RGB Backlit Keyboard, 2 x USB 2.0 Type A Ports, 1 x USB Type C Charging Ports, 1 x USB 3.2 Type A Ports, HDMI, Headphone Jack, Intel Wi-Fi 6 AX201 (2x2) Wi-Fi, Bluetooth 5.1, 240W Adapter, 5.18 lbs. Windows 10 Home]",Windows 10 Home,Black
B08QLFFCJ4,4.083333333333333,12,1284.95,"FusionTech Gaming G15 5510, 15.6 Inch RTX 3060 Gaming Laptop Full HD - Intel Core i7-10870H, 16GB DDR4 RAM, 512GB SSD, NVIDIA GeForce RTX 3060 6GB GDDR6, Windows 10 Home - Grey","[15.6 inch FHD (1920 x 1080) 120Hz 250 nits WVA Anti- Glare LED Backlit Narrow Border Display, 10th Generation Intel Core i7-10870H (16MB Cache, up to 5.0 GHz, 8 cores), 16GB 2933MHz DDR4 , 512 GB M.2 PCIe NVMe SSD, NVIDIA GeForce RTX 3060 with 6 GB GDDR6, Intel Wi-Fi 6 AX201 (2x2) Wi-Fi plus Bluetooth 5.1]",Windows 10 Home,Grey
B08XDX7CW8,3.4193548387096775,31,1799.0,"Advance m15 R4 RTX 3070 Gaming Laptop Full HD (FHD), 15.6 inch - Intel Core i7-10870H, 16GB DDR4 RAM, 1TB SSD, NVIDIA GeForce RTX 3070 8GB GDDR6, Windows 10 Home - Lunar Light","[Aspect Ratio:16:9, 15.6-inch FHD (Full HD 1920 x 1080) 300Hz 3ms 300-nits 100% sRGB color gamut, 10th Generation Intel Core i7-10870H (8-Core, 16MB Cache, up to 5.0GHz Max Turbo Frequency), 16GB 2933MHz DDR4 , 1 TB PCIe SSD, NVIDIA GeForce RTX 3070 8GB GDDR6, Killer Wi-Fi 6 AX1650i 802.11ax 2x2 Wireless LAN + Bluetooth 5.1]",Windows 10 Home,White
B091H25DJ2,3.3559322033898304,59,1350.0,"FusionTech Worktop 13 5310, 13.3 inch QHD (Quad High Definition) Laptop - Thin and Light Intel Core i7-11370H, 16GB DDR4 RAM, 512GB SSD, NVIDIA GeForce MX450, Services - Windows 10 Home","[Aspect Ratio:16:10, WINDOW 11: Free Upgrade to Windows 11 when available (see below), STUNNING VISUALS: Vivid color with less blue light on the 16:10 QHD display panel offers clearer, sharper images and accommodate more content, FAST CHARGE: ExpressCharge recharges your battery in a flash (up to 80% in 60 minutes*), FASTER CONNECTIONS: Experience lightning-fast WiFi 6 and thermal design optimization with dual fans that cool the system for increased productivity, PORTABLE COMFORT: The long battery life and ultra-portable 13” form factor made of lighter materials make it easy to slip into your bag and go., Including 2 Year On-Site and 6 months FusionTech Migrate easily move your files and settings from your old PC to your new FusionTech]",Windows 10 Home,Platinum Silver
B094LCWL7K,2.5714285714285716,21,999.9699999999999,"FusionTech Worktop 16 7610 16 Inch Thin Laptop, Non-Touch IPS Display - Intel Core i7-11800H, 16GB DDR4 RAM, 512GB SSD, NVIDIA GeForce RTX 3050 Graphics, Windows 11 Home - Mist Blue","[Aspect Ratio:16:10, SLIM AND TRIM: Immerse yourself in an expansive display packed into our new Worktop 16-inch thin laptop. Crafted with aluminum, your device feels luxurious without sacrificing durability., SUPERIOR VISUALS: The Worktop 7610 thin laptop allows you to create content with vivid color. Your display comes standard with 3k resolution, a 1000:1 contrast ratio and 100% sRGB color coverage., EASY ON THE EYES: This ComfortView Plus display is a certified TÜV Rheinland Low Blue Light Hardware solution, with technology that reduces harmful blue light emissions and optimizes eye comfort., KEEP YOUR PRIVACY: Our all-new camera shutter protects against anyone invading your privacy or accidental embarrassments on video calls; so you can read, watch, or chat all day with peace of mind., READY TO GO: A lid-open sensor gets your thin laptop started when opened, even if completely off or hibernating, and an optional fingerprint reader will verify identity for a quick login., Free Upgrade to Windows 11 when available (see below).]",Windows 10 Pro,Blue
B094LSXGKL,4.4,10,2839.99,"FusionTech ABC 17 9710 Touchscreen Laptop, 17 inch UHD+ Display - Intel Core i9-11900H, 32GB DDR4 RAM, 1TB SSD, NVIDIA GeForce RTX 3060 6GB GDDR6, Windows 10 Pro - Platinum Silver","[Touch Screen Type :Capacitive.Aspect Ratio:16:9, Free Upgrade to Windows 11 when available (see below)., POWERFUL PERFORMANCE: 11th Generation Intel Core i7 processors and NVIDIA RTX graphics power the most intensive creative pursuits, STUNNING SCREEN: A 16:10 4-sided InfinityEdge display provides stunning edge-to-edge view. Plus, with 921k more pixels on UHD-plus, you’ll be more productive than ever, EASY ON THE EYES: Eyesafe technology built into the screen reduces harmful blue light all while maintaining vivid color, UP YOUR CREATIVE GAME: Take your creative projects to a new level with GeForce RTX 30 Series laptops delivering AI-acceleration in top creative apps, IMMERSIVE SOUND: Expand audio into an immersive 3D soundscape with our quad speaker design and Waves Nx 3D audio for speakers]",Windows 10 Pro,Silver
B096DZ6L7G,5.0,1,,"2021 Advance M17 R4 Gaming Laptop, 144Hz FHD, Intel Core i7-10870H, Up to 5.0GHz, Nvidia RTX 3070, 16GB DDR4, 512GB NVMe SSD, Eye Tracking, RGB Keyboard, Killer WiFi 6 & 2.5G Ethernet, Win 10 Home","[【Victory Measured In Milliseconds】17.3"" 144Hz 7ms FHD display, 72% color gamut and 300-nits brightness, more frames in the same second,offering smooth high-speed motion graphics, Improve your performance in games, especially FPS games, 【8C&16T, 5.0GHz -All For Win】The Most Powerful Intel Core i7-10870H Processor, 8 Cores & 16 Threads, 2.20 GHz Base Frequency, 5.00GHz Max Turbo Frequency, 16MB L3 Cache, Multi cores and ultra-high main frequency, Significant improvement the multi-tasking and extreme gaming performance, ensures smooth and stable, a great tool for winning, 【The Ultimate Play】Newest Gen Nvidia Geforce RTX 3070 Graphics Card, 2nd RT Cores, 3rd Tensor Cores, 5210 CUDA Cores, 8GB GDDR6, 1290 - 1620 MHz, DLSS2.0, with 3rd Gender MAX-Q Technologies use AI and new system optimizations to make high performance gaming laptops faster and better than ever, 【Upgrade to 16GB 2933MHz Memory】Dual-channel 2933MHz high-frequency gaming memory reduces memory latency and increases memory throughput to maximize processor performance, thereby reducing lag in complex gaming scenarios and improving the gaming experience, 【Upgrade to 512GB NVMe SSD】Boot up in seconds, get to files faster, and have room for loads of files with the lightning-quick solid state drive. Speedier load times for all your programs means less time waiting and more time gaming]",Windows 10 Home,
B0979CMH5R,2.727272727272727,11,807.9899999999999,"FusionTech G15 5511 Gaming Laptop - 15.6 inch FHD 120Hz Display - Intel Core i5-11400H, 8GB DDR4 RAM, 512GB SSD, NVIDIA GeForce RTX 3050 4GB GDDR6, Windows 10 Home - Black","[Aspect Ratio:16:9, POWERFUL PERFORMANCE: With up to 11th Gen Intel Core processors, you can revel in powerful performance without interrupting your gaming, streaming or videos, KEEP COOL: The thermal design incorporates a dual air-intake that expels air through the four vents located on the sides and rear to maximize airflow for optimal cooling and heat dissipation, GET DRAWN IN: The 120Hz display panel provides rapid refresh rates and FHD resolution to ensure a fast, smooth and detailed gaming experience, GAME SHIFT TECHNOLOGY: Give yourself a turbo-boost of power when gaming gets critical by simply pressing FN + the Game Shift button to trigger a dynamic performance mode, IMMERSIVE SOUND: Dual speakers with nahimic 3D Audio for Gamers let you hear every plan of attack with crisp clarity]",Windows 10 Home,Black
B0979D5HRY,3.75,4,807.99,"FusionTech G15 5511 Gaming Laptop - 15.6 inch FHD 120Hz Display - Intel Core i5-11400H, 8GB DDR4 RAM, 512GB SSD, NVIDIA GeForce RTX 3050 4GB GDDR6, Windows 10 Home - Black","[Aspect Ratio:16:9, POWERFUL PERFORMANCE: With up to 11th Gen Intel Core processors, you can revel in powerful performance without interrupting your gaming, streaming or videos, KEEP COOL: The thermal design incorporates a dual air-intake that expels air through the four vents located on the sides and rear to maximize airflow for optimal cooling and heat dissipation, GET DRAWN IN: The 120Hz display panel provides rapid refresh rates and FHD resolution to ensure a fast, smooth and detailed gaming experience, GAME SHIFT TECHNOLOGY: Give yourself a turbo-boost of power when gaming gets critical by simply pressing FN + the Game Shift button to trigger a dynamic performance mode, IMMERSIVE SOUND: Dual speakers with nahimic 3D Audio for Gamers let you hear every plan of attack with crisp clarity]",Windows 10 Home,Black
B0979GB22W,3.0,4,807.99,"FusionTech G15 5511 Gaming Laptop - 15.6 inch FHD 120Hz Display - Intel Core i5-11400H, 8GB DDR4 RAM, 512GB SSD, NVIDIA GeForce RTX 3050 4GB GDDR6, Windows 10 Home - Black","[Aspect Ratio:16:9, POWERFUL PERFORMANCE: With up to 11th Gen Intel Core processors, you can revel in powerful performance without interrupting your gaming, streaming or videos, KEEP COOL: The thermal design incorporates a dual air-intake that expels air through the four vents located on the sides and rear to maximize airflow for optimal cooling and heat dissipation, GET DRAWN IN: The 120Hz display panel provides rapid refresh rates and FHD resolution to ensure a fast, smooth and detailed gaming experience, GAME SHIFT TECHNOLOGY: Give yourself a turbo-boost of power when gaming gets critical by simply pressing FN + the Game Shift button to trigger a dynamic performance mode, IMMERSIVE SOUND: Dual speakers with nahimic 3D Audio for Gamers let you hear every plan of attack with crisp clarity]",Windows 10 Home,Black
B09DCJ5JF1,3.75,4,1349.53,"FusionTech Worktop 7610 16 Inch Business and Student Laptop - 3K (3072x1920) Display, Intel Core i7-11800H, 16GB DDR4 RAM, 512GB SSD, NVIDIA GeForce RTX 3050 4GB GDDR6, Windows 11 Pro - Mist Blue","[SEE EVERY DETAIL: Designed with a 16-inch, 3k, anti-glare non-touch display this laptop provides amazing detail whether you are conducting business for work, creating content, or studying for an exam, FAST TRACK YOUR CREATIVITY: Built with NVIDIA GeForce RTX 3050, the graphics provide exceptional performance and reliability to enhance any creative pursuit, HARD DRIVE: The 512GB PCIe NVMe SSD is able to access data faster and quiter than traditional hard drives, improving the computer's performance, SUPERIOR AUDIO: This business and student laptop is built with Waves Maxx Audio Pro technology which provides clear audio whether you're on that business call or just chatting with friends and family, ONE PORT FOR EVERYTHING: The Thunderbolt 4 is a single port that allows you to charge your student laptop, connect multiple devices, and transfer data of 40Gbps]",RTX 3050,Mist (Win 11 Pro)
B09DFBBGC3,3.533333333333333,15,1298.0,"FusionTech ABC 17 9710, 17 inch FHD+ Laptop - Intel Core i7-11800H,16GB DDR4 RAM, 1TB SSD, NVIDIA GeForce RTX 3050 4GB GDDR6, Windows 11  Home + 1  Year Premium Support  - Platinum Silver","[Aspect Ratio:16:10.Voltage:20.0 volts_of_direct_current, POWERFUL PERFORMANCE: 11th Generation Intel Core i7 processors and NVIDIA RTX graphics power the most intensive creative pursuits, STUNNING SCREEN: A 16:10 4-sided InfinityEdge display is designed to provide a stunning edge-to-edge view, EASY ON THE EYES: Eyesafe technology built into the screen reduces harmful blue light all while maintaining vivid color, UP YOUR CREATIVE GAME: Take your creative projects to a new level with GeForce RTX 30 Series laptops delivering AI-acceleration in top creative apps, IMMERSIVE SOUND: Expand audio into an immersive 3D soundscape with our quad speaker design and Waves Nx 3D audio for speakers]",Windows 11 Home,Silver
B09DFFQTWY,3.6666666666666665,12,1239.99,"FusionTech G15 5511 Gaming Laptop - 15.6 inch 120Hz FHD 1080p Display - NVIDIA GeForce RTX 3060 6GB GDDR6, Intel Core i7-11800H, 16GB DDR4 RAM, 512GB SSD, Wi-Fi 6, Bluetooth 5.1, Windows 11 Home - Black","[DOMINATE THE GAME: With an 11th Generation Intel Core i7-11800H processor, the FusionTech G15 gaming laptop is full of incredible power for even the most demanding games, GRAPHICS POWER: The latest NVIDIA GeForce RTX 3060 (6GB GDDR6) graphics card is powered by award-winning architecture with new Tensor Cores and streaming multiprocessors for the most intense gaming pursuits, STUNNING VISUALS: Battle in clarity with Full HD detail on the 15.6 inch Anti-Glare WVA narrow border display with 120Hz refresh rate and 1920 x 1080 resolution, KILLER WIRELESS: Intel Wi-Fi 6 AX201 ensures low latency gaming for improved performance and reliability while engaging in the most demanding games, KEEP YOUR GAMING LAPTOP COOL: The thermal design contains a dual air-intake at the top of the keyboard expelling air through the four vents located on the sides and rear to maximize airflow]",Windows 11 Home,Black
B09DFH25ZG,5.0,1,3999.99,"FusionTech ABC 17 9710, 17 inch UHD+ Touchscreen Laptop - Intel Core i9-11900H, 32GB DDR4 RAM, 1TB SSD, NVIDIA GeForce RTX 3060 6GB GDDR6, Windows 11 Pro - Platinum Silver with Pro Support",[],Windows 11 Pro,
